v1/crew/seats/data/6/d/actuators/11/bite,gRgl,0,False,1750147372.0036733,0.9697396755218506
v1/crew/seats/data/6/d/ttlIndication,9A==,0,False,1750147372.0036733,0.0
v1/crew/seats/data/6/d/actuators/11/fault,gahkY29kZWsyNS0yMC0wMS0wMWhkZXRlY3RlZBpoUSDkYmlkYjM3Y21mcmVDTTgwNmJwbm1QYXJ0TnVtYmVyMTIzYnNub1NlcmlhbE51bWJlcjEyM2ZzdGF0dXMBZHRleHRuRGVzY3JpcHRpb24xMjM=,0,False,1750147372.0051804,0.0015070438385009766
v1/crew/seats/data/6/d/seatPosition,AA==,0,False,1750147372.0051804,0.0
v1/crew/seats/data/6/d/actuators/12/bite,gA==,0,False,1750147372.0051804,0.0
v1/crew/seats/data/6/d/actuators/11/online,9Q==,0,False,1750147372.0468519,0.0416715145111084
v1/crew/seats/data/6/d/motionStatus,Aw==,0,False,1750147372.0478895,0.00103759765625
v1/crew/seats/data/6/d/actuators/13/bite,gA==,0,False,1750147372.0478895,0.0
v1/crew/seats/data/6/d/operatingStatus,Ag==,0,False,1750147372.0478895,0.0
v1/crew/seats/data/6/d/actuators/13/online,9Q==,0,False,1750147372.052059,0.004169464111328125
v1/crew/seats/data/6/d/actuators/12/online,9Q==,0,False,1750147372.052059,0.0
v1/crew/seats/data/6/d/actuators/11/bite,gRgl,0,False,1750147373.0987484,1.046689510345459
v1/crew/seats/data/6/d/ttlIndication,9A==,0,False,1750147373.1001985,0.0014500617980957031
v1/crew/seats/data/6/d/actuators/13/bite,gA==,0,False,1750147373.1001985,0.0
v1/crew/seats/data/6/d/motionStatus,Aw==,0,False,1750147373.1001985,0.0
v1/crew/seats/data/6/d/actuators/11/fault,gahkY29kZWsyNS0yMC0wMS0wMWhkZXRlY3RlZBpoUSDlYmlkYjM3Y21mcmVDTTgwNmJwbm1QYXJ0TnVtYmVyMTIzYnNub1NlcmlhbE51bWJlcjEyM2ZzdGF0dXMBZHRleHRuRGVzY3JpcHRpb24xMjM=,0,False,1750147373.1001985,0.0
v1/crew/seats/data/6/d/seatPosition,AA==,0,False,1750147373.1419277,0.04172921180725098
v1/crew/seats/data/6/d/operatingStatus,Ag==,0,False,1750147373.1419277,0.0
v1/crew/seats/data/6/d/actuators/12/bite,gA==,0,False,1750147373.1419277,0.0
v1/crew/seats/data/6/d/actuators/11/online,9Q==,0,False,1750147373.1429396,0.0010118484497070312
v1/crew/seats/data/6/d/actuators/13/online,9Q==,0,False,1750147373.1429396,0.0
v1/crew/seats/data/6/d/actuators/12/online,9Q==,0,False,1750147373.1429396,0.0
v1/crew/seats/data/6/d/actuators/11/bite,gRgl,0,False,1750147374.1999044,1.0569648742675781
v1/crew/seats/data/6/d/ttlIndication,9A==,0,False,1750147374.1999044,0.0
v1/crew/seats/data/6/d/actuators/13/bite,gA==,0,False,1750147374.201341,0.001436471939086914
v1/crew/seats/data/6/d/motionStatus,Aw==,0,False,1750147374.201341,0.0
v1/crew/seats/data/6/d/actuators/11/fault,gahkY29kZWsyNS0yMC0wMS0wMWhkZXRlY3RlZBpoUSDmYmlkYjM3Y21mcmVDTTgwNmJwbm1QYXJ0TnVtYmVyMTIzYnNub1NlcmlhbE51bWJlcjEyM2ZzdGF0dXMBZHRleHRuRGVzY3JpcHRpb24xMjM=,0,False,1750147374.201341,0.0
v1/crew/seats/data/6/d/seatPosition,AA==,0,False,1750147374.244471,0.04313015937805176
v1/crew/seats/data/6/d/operatingStatus,Ag==,0,False,1750147374.2450058,0.0005347728729248047
v1/crew/seats/data/6/d/actuators/12/bite,gA==,0,False,1750147374.2450058,0.0
v1/crew/seats/data/6/d/actuators/11/online,9Q==,0,False,1750147374.2450058,0.0
v1/crew/seats/data/6/d/actuators/13/online,9Q==,0,False,1750147374.2460618,0.0010559558868408203
v1/crew/seats/data/6/d/actuators/12/online,9Q==,0,False,1750147374.2460618,0.0
v1/crew/seats/data/6/d/actuators/11/bite,gRgl,0,False,1750147374.395016,0.14895415306091309
v1/crew/seats/data/6/d/ttlIndication,9A==,0,False,1750147374.396033,0.0010170936584472656
v1/crew/seats/data/6/d/actuators/13/bite,gA==,0,False,1750147374.396033,0.0
v1/crew/seats/data/6/d/motionStatus,Aw==,0,False,1750147374.396033,0.0
v1/crew/seats/data/6/d/actuators/11/fault,gahkY29kZWsyNS0yMC0wMS0wMWhkZXRlY3RlZBpoUSDnYmlkYjM3Y21mcmVDTTgwNmJwbm1QYXJ0TnVtYmVyMTIzYnNub1NlcmlhbE51bWJlcjEyM2ZzdGF0dXMBZHRleHRuRGVzY3JpcHRpb24xMjM=,0,False,1750147374.397026,0.0009930133819580078
v1/crew/seats/data/6/d/seatPosition,AA==,0,False,1750147374.397026,0.0
v1/crew/seats/data/6/d/operatingStatus,Ag==,0,False,1750147374.3983867,0.0013606548309326172
v1/crew/seats/data/6/d/actuators/12/online,9Q==,0,False,1750147374.3983867,0.0
v1/crew/seats/data/6/d/actuators/12/bite,gA==,0,False,1750147374.3997939,0.0014071464538574219
v1/crew/seats/data/6/d/actuators/11/online,9Q==,0,False,1750147374.3997939,0.0
v1/crew/seats/data/6/d/actuators/13/online,9Q==,0,False,1750147374.4385881,0.03879427909851074
v1/crew/seats/data/6/d/actuators/11/bite,gRgl,0,False,1750147375.442454,1.0038659572601318
v1/crew/seats/data/6/d/ttlIndication,9A==,0,False,1750147375.4434524,0.0009982585906982422
v1/crew/seats/data/6/d/actuators/11/fault,gahkY29kZWsyNS0yMC0wMS0wMWhkZXRlY3RlZBpoUSDoYmlkYjM3Y21mcmVDTTgwNmJwbm1QYXJ0TnVtYmVyMTIzYnNub1NlcmlhbE51bWJlcjEyM2ZzdGF0dXMBZHRleHRuRGVzY3JpcHRpb24xMjM=,0,False,1750147375.4434524,0.0
v1/crew/seats/data/6/d/seatPosition,AA==,0,False,1750147375.4450283,0.0015759468078613281
v1/crew/seats/data/6/d/actuators/12/online,9Q==,0,False,1750147375.4450283,0.0
v1/crew/seats/data/6/d/actuators/12/bite,gA==,0,False,1750147375.4865892,0.04156088829040527
v1/crew/seats/data/6/d/actuators/11/online,9Q==,0,False,1750147375.4865892,0.0
v1/crew/seats/data/6/d/motionStatus,Aw==,0,False,1750147375.4865892,0.0
v1/crew/seats/data/6/d/actuators/13/bite,gA==,0,False,1750147375.4865892,0.0
v1/crew/seats/data/6/d/operatingStatus,Ag==,0,False,1750147375.4865892,0.0
v1/crew/seats/data/6/d/actuators/13/online,9Q==,0,False,1750147375.4880717,0.0014824867248535156
v1/crew/seats/data/6/d/ttlIndication,9A==,0,False,1750147376.5899758,1.1019041538238525
v1/crew/seats/data/6/d/motionStatus,Aw==,0,False,1750147376.590695,0.0007190704345703125
v1/crew/seats/data/6/d/actuators/13/bite,gA==,0,False,1750147376.5913022,0.0006072521209716797
v1/crew/seats/data/6/d/actuators/12/bite,gA==,0,False,1750147376.5913022,0.0
